Index,demand
0,0.1448771501163452
1,0.033053162214832954
2,0.03523134982319786
3,0.03515396515489637
4,0.06726408402893166
5,0.07157835440150317
6,0.04528144975220033
7,0.08154674566812606
8,0.042448979468790476
9,0.09148270796873954
10,0.057870594181988526
11,0.26157877960666953
12,0.2523597738301854
13,0.025879374518263686
14,0.10192723766079156
15,0.05768867627291076
16,0.12906236344138186
17,0.08013090914156759
18,0.08822783157245959
19,0.06037503143238811
20,0.009275298433518462
21,0.0170697793438445
22,0.0909685382261764
23,0.059472857711022065
24,0.4779888601456439
25,0.09820320924295678
26,0.050287010623397035
27,0.08626459087592331
28,0.049306329793593354
29,0.011647160582748763
30,0.013620475904215047
31,0.030885932163095563
32,0.025486839488981422
33,0.07400368481362068
34,0.2754539248366047
35,0.39697703359258685
36,0.06212671574068018
37,0.0422853683433339
38,0.10186280539079781
39,0.11634591315436363
40,0.00706359472409337
41,0.026337084934789236
42,0.03149899107616008
43,0.043143321607731176
44,0.0377063799320071
45,0.05325441690190914
46,0.03794118507057573
47,0.4831070035430981
48,0.09984195276509415
49,0.08409724042270544
50,0.2639987946975195
51,0.04550004474275293
52,0.03651058339078501
53,0.1720045146104705
54,0.018619645113692032
55,0.04715611147629127
56,0.05665354257769582
57,0.045993589166018076
58,0.03305186067658482
59,0.04531966656800622
60,0.034650778349807315
61,0.06591532304002673
62,0.08040042004972922
63,0.05483795278606329
64,0.03168522548238539
65,0.39612367376155855
66,0.018801370331524084
67,0.05279599761346018
68,0.052842106569535224
69,0.05161207597450745
70,0.03714497021054153
71,0.04061934802097783
72,0.03825762476341085
73,0.04093535847313903
74,0.05019744240229053
75,0.024964823893386997
76,0.05127029029313761
77,0.1026293691918163
78,0.10882637245253525
79,0.039245694392816804
80,0.025861760699606322
81,0.010335419692887881
82,0.017641036211176672
83,0.04924702085127561
84,0.09854299054696175
85,0.07575056703319274
86,0.11689504569680807
87,0.3869153467900699
88,0.04769551092224515
89,0.027241447521185836
90,0.02016296711009312
91,0.0401481441737651
92,0.08922447154246389
93,0.12010148739928928
94,0.16662655658542574
95,0.01902956084502416
96,0.03881430408734128
97,0.026126289505086067
98,0.014420011981888574
99,0.018363816482003262
100,0.03194697003831079
101,0.028744327603729178
102,0.049444365075357766
103,0.1268174650467726
104,0.05601626895116055
105,0.043139920953164226
106,0.016385881404449482
107,0.10489188161430926
108,0.4205751890371875
109,0.02991354677751019
110,0.012001498210441516
111,0.015016140421519743
112,0.030406254110743866
113,0.02874325977835814
114,0.02303073255534916
115,0.08507676513484419
116,0.16878197062882658
117,0.12301460407709355
118,0.09033936077195598
119,0.06427403299374838
120,0.015446674683421011
121,0.04319926424334061
122,0.021475159858086065
123,0.024964683978575763
124,-0.007312167982620542
125,0.035699004794813985
126,0.040958760565152054
127,0.23951594339100687
128,0.027921889697245843
129,0.13048543254448644
130,0.024502502826889046
131,0.012241047414165117
132,0.009993875256601758
133,0.01813696479869387
134,0.03762171642933427
135,0.023190765000856265
136,0.07785649953469012
137,0.11308929864839219
138,0.27221137141134966
139,0.0505324184266202
140,0.04369100202314889
141,0.0865916857530544
142,0.0705363256850255
143,0.03662265911076491
144,0.08665958367824816
145,0.029044001733044698
146,0.0196290985311722
147,0.024542791550230342
148,0.10247742480271385
149,0.012299996845526654
150,0.012664744012483999
151,0.016944780682984356
152,0.04758646069501676
153,0.059782995489084716
154,0.10578128748491708
155,0.07523284016970053
156,0.2611662996361145
157,0.05257568031650729
158,0.031431074968529066
159,0.019869587242704087
160,0.04123496909375292
161,0.048125238793249085
162,0.06250873608865352
163,0.05152175589191727
164,0.43421851714695814
165,0.09461644506025912
166,0.030972231651906455
167,0.11312008237833389
168,0.05842490319992144
169,0.051785299311051164
170,0.031821095637721813
171,0.0340650896189661
172,0.01652924791006015
173,0.05087651186703718
174,0.010727999725299121
175,0.013156953247007849
176,0.04973195809675518
177,0.03129105668791958
178,0.04963397154446705
179,0.05330604162431346
180,0.09960946509585894
181,0.2364778627720369
182,0.4989633477563067
183,0.048788648993634165
184,0.024588925921994267
185,0.05475671241833231
186,0.022121694209818757
187,0.04558813943879201
188,0.014946566678556011
189,0.05333454073195974
190,0.06047024855444076
191,0.1055823905803674
192,0.06266259213087817
193,0.08882020753256291
194,0.03729492565656285
195,0.0544068212474253
196,0.04115067572316132
197,0.037869398861362966
198,0.09359348943991411
199,0.03815387241433589
200,0.0549502036406062
201,0.044680659383768515
202,0.005133643398691972
203,0.013590640799268135
204,0.023717970505113217
205,0.0324342391575223
206,0.054671131263152345
207,0.115109647072562
208,0.09049677990490088
209,0.13576051174497916
210,0.08135138201796432
211,0.07393285270593533
212,0.008543918755357247
213,0.07363284567711767
214,0.048705779663679304
215,0.002780975034161863
216,0.0354608891683651
217,0.08152271298473417
218,0.05201576952072336
219,0.02533657390599127
220,0.04943126430776511
221,0.04605886117575296
222,0.043380570622969364
223,0.05094141216607826
224,0.07558457281666403
225,0.04578976602278724
226,0.06017676060603326
227,0.02467333924622765
228,0.036046627124470626
229,0.035913175588063534
230,0.03011338791130709
231,0.03354851519834746
232,0.04899600975163685
233,0.1175985958349158
234,0.2707183911311829
235,0.08965221043370888
236,0.09042426965324862
237,0.06085820232029874
238,0.05688711106232541
239,0.07238331168871631
240,0.0683164851153475
241,0.052524871828482075
242,0.025177973492070276
243,0.241680790816223
244,0.07116379540696383
245,0.07990106820907567
246,0.07840897493425666
247,0.08735900645092667
248,0.02827218160263091
249,0.0358352506429424
250,0.029106958741550008
251,0.025467511916144745
252,0.0136689698355898
253,0.019993662307482868
254,0.06782166880001494
255,0.04783663757416639
256,0.0350809830610432
257,0.10912512984996543
258,0.17864407090814516
259,0.06264230911691626
260,0.014107387262669729
261,0.23649366370507194
262,0.059487346499591545
263,0.4128630047484869
264,0.14935192988247234
265,0.07293532222969584
266,0.007419529388165381
267,0.036381681178496134
268,0.046544261526526375
269,0.09411568151747128
270,0.2693544970868248
271,0.053748451690015256
272,0.3794190080854395
273,0.09882593917040373
274,0.07381044141394229
275,0.009029227936989162
276,0.016175198711937164
277,0.04282251056160029
278,0.05164760546553246
279,0.01624655504989453
280,0.11416608999866437
281,0.274477968941796
